id	mpn	title	description	link	image_link	price	condition	availability
"KG-00001"	"KG-00001"	"Glaskraal driehoek groen "	"Driehoekige glaskraal van Tsjechisch glas. De doorboring loopt langs de lange zijde."	"http://www.kokettekatinka.be/glaskraal-rood-8mm"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00001.jpg"	"0.3"	"new"	"in stock"
"KM-00002"	"KM-00002"	"Kraal schijfvorm. Geborsteld verzilverd 14mm"	"Geborstelde Indische kraal in verzilverd metaal. Schijfvormig."	"http://www.kokettekatinka.be/kraal-schijfvorm-geborsteld-verzilverd-metaal-14"	"http://www.kokettekatinka.be/media/catalog/product/k/m/km-00002.jpg"	"2.5"	"new"	"in stock"
"KM-00004"	"KM-00004"	"Kraal ruitvorm. Geborsteld verzilverd 13x8mm"	"Geborstelde Indische kraal in verzilverd metaal. Ruitvormig."	"http://www.kokettekatinka.be/kraal-ruitvorm-geborsteld-verzilverd-metaal"	"http://www.kokettekatinka.be/media/catalog/product/k/m/km-00004.jpg"	"1.5"	"new"	"in stock"
"OM-00001"	"OM-00001"	"Ringbasis voor cabochon 13x18mm"	"Verzilverde ring voor cabochon van 13x18 mm. Je kunt de ring een beetje dicht en open plooien om hem te doen passen. "	"http://www.kokettekatinka.be/ring-voor-cabochon-13x18mm"	"http://www.kokettekatinka.be/media/catalog/product/O/M/OM-00001.jpg"	"5"	"new"	"in stock"
"KE-00001"	"KE-00001"	"Cabochon aventurijn"	"Cabochon 13x18mm in aventurijn. Past op ringbasis 13x18mm."	"http://www.kokettekatinka.be/cabochon-aventurijn"	"http://www.kokettekatinka.be/media/catalog/product/K/E/KE-00001.jpg"	"4.5"	"new"	"in stock"
"KE-00002"	"KE-00002"	"Cabochon blauwe Onyx"	"Cabochon 13x18mm in blauwe Onyx. Past op ringbasis 13x18mm."	"http://www.kokettekatinka.be/cabochon-blauwe-onyx"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00002.jpg"	"5.5"	"new"	"in stock"
"KE-00003"	"KE-00003"	"Cabochon carneool"	"Cabochon 13x18mm in Carneool. Past op ringbasis 13x18mm."	"http://www.kokettekatinka.be/cabochon-carneool"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00003.jpg"	"5"	"new"	"in stock"
"KE-00004"	"KE-00004"	"Cabochon groene agaat"	"Cabochon 13x18mm in groene agaat. Past op ringbasis 13x18mm."	"http://www.kokettekatinka.be/cabochon-groene-agaat"	"http://www.kokettekatinka.be/media/catalog/product/K/E/KE-00004.jpg"	"5"	"new"	"in stock"
"KE-00005"	"KE-00005"	"Cabochon roze kwarts"	"Cabochon 13x18mm in roze kwarts. Past op ringbasis 13x18mm."	"http://www.kokettekatinka.be/cabochon-roze-kwarts"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00005.jpg"	"4.5"	"new"	"in stock"
"KE-00006"	"KE-00006"	"Cabochon zwarte Onyx"	"Cabochon 13x18mm in zwarte onyx. Past op ringbasis 13x18mm."	"http://www.kokettekatinka.be/cabochon-zwarte-onyx"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00006.jpg"	"4.5"	"new"	"in stock"
"KE-00007"	"KE-00007"	"Briolette roze kwarts"	"Briolette in roze kwarts 12x15mm. Facetgeslepen.  Verschillen in grootte en kleur kunnen voorkomen. Bij bestelling van een paar, zoeken we naar twee stuks die bij elkaar passen."	"http://www.kokettekatinka.be/briolette-roze-kwarts-b-kwaliteit"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00007.jpg"	"2.2"	"new"	"in stock"
"KE-00008"	"KE-00008"	"Kraal blaadje zwarte onyx"	"Bladvormig kraaltje in zwarte onyx. De doorboring zit bovenaan zoals bij een briolette."	"http://www.kokettekatinka.be/bladvormige-kraal-zwarte-onyx"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00008.jpg"	"1.2"	"new"	"in stock"
"KE-00009"	"KE-00009"	"Kraal blaadje tijgeroog"	"Bladvormig kraaltje in tijgeroog. De doorboring zit bovenaan zoals bij een briolette."	"http://www.kokettekatinka.be/bladvormige-kraal-tijgeroog"	"http://www.kokettekatinka.be/media/catalog/product/K/E/KE-00009.jpg"	"1.2"	"new"	"in stock"
"KE-00010"	"KE-00010"	"Kraal schijfvorm citroenmagnesiet"	"Schijfvormige kraal in citroenmagnesiet. Hier en daar een beetje dooraderd met grijs- en bruintinten."	"http://www.kokettekatinka.be/kraal-schijfvorm-cintroenmagnesiet"	"http://www.kokettekatinka.be/media/catalog/product/K/E/KE-00010.jpg"	"2"	"new"	"in stock"
"KE-00011"	"KE-00011"	"Briolette roze chalcedoon ongeslepen "	"Briolette in roze chalcedoon 10x10mm. Niet geslepen."	"http://www.kokettekatinka.be/briolette-roze-chalcedoon-ongeslepen"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00011.jpg"	"3"	"new"	"in stock"
"KE-00012"	"KE-00012"	"Hanger roze kwarts"	"Druppelvormige hanger in roze kwarts, niet geslepen. Oog en haakje in nikkelvrij metaal."	"http://www.kokettekatinka.be/hanger-roze-kwarts"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00012.jpg"	"4.5"	"new"	"in stock"
"KE-00013"	"KE-00013"	"Hanger carneool"	"Druppelvormige hanger in carneool, niet geslepen. Oog en haakje in nikkelvrij metaal."	"http://www.kokettekatinka.be/hanger-carneool"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00013.jpg"	"4.5"	"new"	"in stock"
"KE-00014"	"KE-00014"	"Kraal rond aventurijn 10mm"	"Ronde, gladde kraal in groene aventurijn"	"http://www.kokettekatinka.be/kraal-rond-aventurijn"	"http://www.kokettekatinka.be/media/catalog/product/K/E/KE-00014.jpg"	"1"	"new"	"in stock"
"KE-00015"	"KE-00015"	"Kraal rond aventurijn 4mm"	"Ronde, gladde kraal in groene aventurijn"	"http://www.kokettekatinka.be/kraal-rond-aventurijn-33"	"http://www.kokettekatinka.be/media/catalog/product/K/E/KE-00015-b_1.jpg"	"0.3"	"new"	"in stock"
"KE-00016"	"KE-00016"	"Kraal rond blauwe onyx 8mm"	"Ronde, gladde kraal in blauwe onyx"	"http://www.kokettekatinka.be/kraal-rond-blauwe-onyx"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00016.jpg"	"0.95"	"new"	"in stock"
"KE-00017"	"KE-00017"	"Kraal rond blauwe onyx 4mm"	"Ronde, gladde kraal in blauwe onyx"	"http://www.kokettekatinka.be/kraal-rond-blauwe-onyx-35"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00017.jpg"	"0.5"	"new"	"in stock"
"KE-00018"	"KE-00018"	"Kraal rond echte malachiet 8mm"	"Ronde, gladde kraal in echte malachiet"	"http://www.kokettekatinka.be/kraal-rond-echte-malachiet"	"http://www.kokettekatinka.be/media/catalog/product/K/E/KE-00018.jpg"	"2.5"	"new"	"in stock"
"KE-00019"	"KE-00019"	"Kraal rond roze kwarts 8mm"	"Ronde, gladde kraal in roze kwarts"	"http://www.kokettekatinka.be/kraal-rond-roze-kwarts"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00019.jpg"	"0.5"	"new"	"in stock"
"KE-00020"	"KE-00020"	"Kraal rond zwarte onyx 8mm"	"Ronde, gladde kraal in zwarte onyx"	"http://www.kokettekatinka.be/kraal-rond-zwarte-onyx"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00020.jpg"	"0.5"	"new"	"in stock"
"KE-00022"	"KE-00022"	"Kraal rond roze koraal 8mm"	"Ronde, gladde kraal in roze koraal"	"http://www.kokettekatinka.be/kraal-rond-roze-koraal"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00022-c.jpg"	"1"	"new"	"in stock"
"KE-00023"	"KE-00023"	"Kraal rond roze koraal 10mm"	"Ronde, gladde kraal in roze koraal"	"http://www.kokettekatinka.be/kraal-rond-roze-koraal-41"	"http://www.kokettekatinka.be/media/catalog/product/k/e/ke-00023.jpg"	"1.5"	"new"	"in stock"
"OZ-00001"	"OZ-00001"	"Oorhaak zilver klein"	"Oorhaak met spiraal in echt zilver, klein. Prijs per stuk"	"http://www.kokettekatinka.be/basic-oorhaak-sterling-zilver-klein"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00001.jpg"	"1.5"	"new"	"in stock"
"OZ-00002"	"OZ-00002"	"Gesloten ringetje zilver 6mm"	"Gesloten ringetje in echt zilver 6mm"	"http://www.kokettekatinka.be/gesloten-ringetje-zilver"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00002.jpg"	"1.2"	"new"	"in stock"
"OZ-00003"	"OZ-00003"	"Open ringetje zilver 6mm"	"Open ringetje in echt zilver 6mm"	"http://www.kokettekatinka.be/open-ringetje-zilver"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00003.jpg"	"1.2"	"new"	"in stock"
"OZ-00004"	"OZ-00004"	"Splitringetje 7mm"	"Spiraalringetje in echt zilver 7mm"	"http://www.kokettekatinka.be/spiraalringetje"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00004.jpg"	"2.2"	"new"	"in stock"
"OZ-00005"	"OZ-00005"	"Karabijnslot zilver 10mm"	"Karabijnslotje in echt zilver 10mm"	"http://www.kokettekatinka.be/karabijnslot-zilver-10mm"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00005.jpg"	"3.5"	"new"	"in stock"
"OZ-00007"	"OZ-00007"	"O-pen zilver 50mm"	"O-pen in echt zilver 50mm"	"http://www.kokettekatinka.be/o-pen-zilver-50mm"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00007.jpg"	"1.5"	"new"	"in stock"
"OV-00001"	"OV-00001"	"Oorhaak verguld"	"Basic oorhaakje met spiraal, duurzaam verguld (14kt gold filled). Prijs per stuk."	"http://www.kokettekatinka.be/t-pen-verguld-50mm"	"http://www.kokettekatinka.be/media/catalog/product/o/v/ov-00001.jpg"	"2.35"	"new"	"in stock"
"GK-00001"	"GK-00001"	"Hypo cementlijm 9ml"	"Hobby- en juwelenlijm met applicator voor precisiewerk. Tube van 9 ml."	"http://www.kokettekatinka.be/hobbylijm-9ml"	"http://www.kokettekatinka.be/media/catalog/product/g/k/gk-00001.jpg"	"9.95"	"new"	"in stock"
"OZ-00006"	"OZ-00006"	"T-pen zilver bolletje 50mm"	"Fijne T-pen in echt zilver met bolletje, 50mm lang."	"http://www.kokettekatinka.be/t-pen-zilver-bolletje-50mm"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00006.jpg"	"1.15"	"new"	"in stock"
"OZ-00008"	"OZ-00008"	"Oorhaak zilver groot"	"Grote oorhaak met spiraal in echt zilver. Prijs per stuk."	"http://www.kokettekatinka.be/basic-oorhaak-sterling-zilver-groot"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00008.jpg"	"1.95"	"new"	"in stock"
"OZ-00009"	"OZ-00009"	"Oorhaak zilver met bolletje op uiteinde"	"Oorhaak in echt zilver met bolletje, klein. Prijs per stuk."	"http://www.kokettekatinka.be/oorhaak-zilver-met-bolletje"	"http://www.kokettekatinka.be/media/catalog/product/O/Z/OZ-00009.jpg"	"1.6"	"new"	"in stock"
"OM-00002"	"OM-00002"	"Oorhaak goudkleur spiraal "	"Oorhaakje met spiraal in geel-goudkleurig metaal. Prijs per stuk."	"http://www.kokettekatinka.be/basic-oorhaak-goudkleur-klein"	"http://www.kokettekatinka.be/media/catalog/product/o/m/om-00002.jpg"	"0.2"	"new"	"in stock"
"KG-00002"	"KG-00002"	"Glaskraal driehoek blauw "	"Driehoekige glaskraal van Tsjechisch glas. De doorboring loopt langs de lange zijde."	"http://www.kokettekatinka.be/glaskraal-driehoek-blauw"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00002_4.jpg"	"0.3"	"new"	"in stock"
"KG-00003"	"KG-00003"	"Glaskraal driehoek zwart "	"Driehoekige glaskraal van Tsjechisch glas. De doorboring loopt langs de lange zijde."	"http://www.kokettekatinka.be/glaskraal-driehoek-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00003.jpg"	"0.3"	"new"	"in stock"
"KG-00004"	"KG-00004"	"Glaskraal kubus zwart 7x9mm"	"Kubusvormige kraal van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-kubus-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00004.jpg"	"0.25"	"new"	"in stock"
"KG-00005"	"KG-00005"	"Glaskraal druppel zwart 6x9mm"	"Druppelvormige kraal van Tsjechisch glas. De doorboring zit bovenaan zoals bij een briolette."	"http://www.kokettekatinka.be/glaskraal-druppel-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00005.jpg"	"0.2"	"new"	"in stock"
"KG-00006"	"KG-00006"	"Glaskraal schijf rood 5mm "	"Schijfvormig kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-5mm-rood"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00006-b_3.jpg"	"0.1"	"new"	"in stock"
"KG-00007"	"KG-00007"	"Glaskraal schijf paars 12mm "	"Schijfvormige kraal van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-12mm-paars"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00007.jpg"	"0.5"	"new"	"in stock"
"KG-00008"	"KG-00008"	"Glaskraal schijf groen 12mm "	"Schijfvormige kraal van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-12mm-groen"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00008.jpg"	"0.5"	"new"	"in stock"
"KG-00009"	"KG-00009"	"Glaskraal schijf geel 6mm "	"Schijfvormig kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-6mm-geel"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00009.jpg"	"0.1"	"new"	"in stock"
"KG-00010"	"KG-00010"	"Glaskraal schijf bruinrood 8mm "	"Schijfvormig kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-8mm-roodbruin"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00010.jpg"	"0.25"	"new"	"in stock"
"KG-00011"	"KG-00011"	"Glaskraal ovaal koraal 9x6mm"	"Ovale kraal in Tsjechisch glas. Koraalkleur."	"http://www.kokettekatinka.be/glaskraal-ovaal-rood"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00011.jpg"	"0.25"	"new"	"in stock"
"KG-00012"	"KG-00012"	"Glaskraal facet zwart 6mm "	"Facetgeslepen Tsjechische glaskraal"	"http://www.kokettekatinka.be/glaskraal-facet-6mm-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00012.jpg"	"0.2"	"new"	"in stock"
"KG-00013"	"KG-00013"	"Glaskraal facet paars 4mm "	"Facetgeslepen Tsjechische glaskraal"	"http://www.kokettekatinka.be/glaskraal-facet-4mm-paars"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00013.jpg"	"0.1"	"new"	"in stock"
"KG-00014"	"KG-00014"	"Glaskraal facet muntgroen 4mm "	"Facetgeslepen Tsjechische glaskraal.  De kleur houdt het midden tussen muntgroen en turquoise."	"http://www.kokettekatinka.be/glaskraal-facet-4mm-turquoise"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00014.jpg"	"0.1"	"new"	"in stock"
"KG-00015"	"KG-00015"	"Glaskraal facet lichtgroen 4mm "	"Facetgeslepen Tsjechische glaskraal"	"http://www.kokettekatinka.be/glaskraal-facet-4mm-groen"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00015.jpg"	"0.1"	"new"	"in stock"
"KG-00016"	"KG-00016"	"Glaskraal facet oranje 6mm "	"Facetgeslepen Tsjechische glaskraal. Oranjerood."	"http://www.kokettekatinka.be/glaskraal-facet-6mm-rood"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00016_1.jpg"	"0.2"	"new"	"in stock"
"KG-00017"	"KG-00017"	"Glaskraal facet kobalt 6mm "	"Facetgeslepen Tsjechische glaskraal"	"http://www.kokettekatinka.be/glaskraal-facet-6mm-blauw"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00017.jpg"	"0.2"	"new"	"in stock"
"KG-00019"	"KG-00019"	"Glaskraal facet rood 12mm "	"Facetgeslepen Tsjechische glaskraal. "	"http://www.kokettekatinka.be/glaskraal-facet-12mm-rood-81"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00019.jpg"	"0.9"	"new"	"in stock"
"KG-00020"	"KG-00020"	"Glaskraal facet wit 12mm "	"Facetgeslepen Tsjechische glaskraal. "	"http://www.kokettekatinka.be/glaskraal-facet-12mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00020-c.jpg"	"0.9"	"new"	"in stock"
"KG-00021"	"KG-00021"	"Glaskraal facet geel 12mm "	"Facetgeslepen Tsjechische glaskraal. Goudgeel."	"http://www.kokettekatinka.be/glaskraal-facet-12mm-geel"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00021.jpg"	"0.9"	"new"	"in stock"
"KG-00022"	"KG-00022"	"Glaskraal facet oranje 4mm "	"Facetgeslepen Tsjechische glaskraal. Oranjerood."	"http://www.kokettekatinka.be/glaskraal-facet-4mm-rood"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00022.jpg"	"0.1"	"new"	"in stock"
"KG-00023"	"KG-00023"	"Glaskraal facet muntgroen 6mm "	"Facetgeslepen Tsjechische glaskraal. Muntgroen."	"http://www.kokettekatinka.be/glaskraal-facet-6mm-muntgroen"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00023.jpg"	"0.2"	"new"	"in stock"
"KG-00024"	"KG-00024"	"Glaskraal facet groen 6mm "	"Facetgeslepen Tsjechische glaskraal. "	"http://www.kokettekatinka.be/glaskraal-facet-6mm-groen"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00024.jpg"	"0.2"	"new"	"in stock"
"KG-00025"	"KG-00025"	"Glaskraal facet groen 4mm "	"Facetgeslepen Tsjechische glaskraal. Donkergroen."	"http://www.kokettekatinka.be/glaskraal-facet-4mm-groen-81"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00025.jpg"	"0.1"	"new"	"in stock"
"KG-00026"	"KG-00026"	"Glaskraal facet kobalt 4mm "	"Facetgeslepen Tsjechische glaskraal. "	"http://www.kokettekatinka.be/glaskraal-facet-4mm-blauw"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00026.jpg"	"0.1"	"new"	"in stock"
"KG-00027"	"KG-00027"	"Glaskraal facet wit 4mm"	"Facetgeslepen Tsjechische glaskraal. "	"http://www.kokettekatinka.be/glaskraal-facet-4mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00027.jpg"	"0.1"	"new"	"in stock"
"KG-00028"	"KG-00028"	"Glaskraal facet wit 6mm"	"Facetgeslepen Tsjechische glaskraal. "	"http://www.kokettekatinka.be/glaskraal-facet-6mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00028.jpg"	"0.2"	"new"	"in stock"
"KG-00029"	"KG-00029"	"Glaskraal schijf rood 8mm"	"Schijfvormig kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-8mm-rood"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00029.jpg"	"0.25"	"new"	"in stock"
"KG-00030"	"KG-00030"	"Glaskraal blaadje groen 9x14mm "	"Kraal in de vorm van een blaadje in twee tinten groen. Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-blaadje-9x14mm-groen"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00030.jpg"	"0.5"	"new"	"in stock"
"KG-00031"	"KG-00031"	"Glaskraal rond rood 8mm"	"Ronde gladde kraal van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-rond-8mm-rood"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00031.jpg"	"0.25"	"new"	"in stock"
"KG-00032"	"KG-00032"	"Glaskraal rond rood 6mm "	"Ronde gladde kraal van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-rond-6mm-rood"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00032.jpg"	"0.2"	"new"	"in stock"
"KG-00034"	"KG-00034"	"Glaskraal rond paars 8mm "	"Ronde gladde kraal van Tsjechisch glas. Warme tint gijzig paars."	"http://www.kokettekatinka.be/glaskraal-rond-8mm-grijs"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00034.jpg"	"0.25"	"new"	"in stock"
"KG-00036"	"KG-00036"	"Glaskraal facet groen 12mm "	"Facetgeslepen Tsjechische glaskraal."	"http://www.kokettekatinka.be/glaskraal-facet-12mm-groen"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00036.jpg"	"0.9"	"new"	"in stock"
"KG-00037"	"KG-00037"	"Glaskraal schijf zwart 5mm "	"Schijfvormig kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-5mm-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00037.jpg"	"0.1"	"new"	"in stock"
"KG-00038"	"KG-00038"	"Glaskraal schijf zwart 8mm "	"Schijfvormig kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-8mm-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00038.jpg"	"0.35"	"new"	"in stock"
"KG-00039"	"KG-00039"	"Glaskraal rond onregelmatig wit 10mm "	"Ronde, onregelmatige kraal van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-rond-10mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00039.jpg"	"0.35"	"new"	"in stock"
"KG-00040"	"KG-00040"	"Glaskraal ovaal blauw twist 9x6mm "	"Gedraaid ovaal kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-ovaal-6x9mm-blauw"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00040.jpg"	"0.2"	"new"	"in stock"
"KG-00041"	"KG-00041"	"Glaskraal ovaal twist koper 9x6mm "	"Gedraaid ovaal kraaltje van Tsjechisch glas met een koperkleurige coating."	"http://www.kokettekatinka.be/glaskraal-ovaal-6x9mm-koper"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00041.jpg"	"0.2"	"new"	"in stock"
"KG-00042"	"KG-00042"	"Glaskraal ovaal twist zwart 9x6mm "	"Gedraaid ovaal kraaltje van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-ovaal-6x9mm-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00042.jpg"	"0.2"	"new"	"in stock"
"KG-00043"	"KG-00043"	"Glaskraal ovaal twist wit 9x6mm "	"Gedraaid ovaal kraaltje van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-ovaal-6x9mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00043.jpg"	"0.2"	"new"	"in stock"
"KG-00044"	"KG-00044"	"Glaskraal ovaal geel twist 6x9mm"	"Gedraaid ovaal kraaltje van Tsjechisch glas. Heel zacht geel."	"http://www.kokettekatinka.be/glaskraal-ovaal-6x9mm-geel"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00044.jpg"	"0.2"	"new"	"in stock"
"KG-00045"	"KG-00045"	"Glaskraal druppel roze 6x9mm "	"Druppelkraaltje van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-druppel-6x9mm-roze"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00045.jpg"	"0.2"	"new"	"in stock"
"KG-00046"	"KG-00046"	"Glaskraal rond zwart 6mm "	"Rond glad kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-rond-6mm-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00046.jpg"	"0.18"	"new"	"in stock"
"KG-00047"	"KG-00047"	"Glaskraal rond donkergroen 12mm "	"Ronde gladde kraal van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-rond-12mm-groen"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00047.jpg"	"0.5"	"new"	"in stock"
"KG-00048"	"KG-00048"	"Glaskraal ovaal wit 6x8mm "	"Ovaal kraaltje van Tsjechisch glas"	"http://www.kokettekatinka.be/glaskraal-ovaal-6x8mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00048.jpg"	"0.2"	"new"	"in stock"
"KG-00049"	"KG-00049"	"Glaskraal ovaal wit 15x10mm "	"Ovalen kraal van Tsjechisch glas"	"http://www.kokettekatinka.be/glaskraal-ovaal-10x15mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00049.jpg"	"0.5"	"new"	"in stock"
"KG-00050"	"KG-00050"	"Glaskraal druppel wit 6x9mm"	"Druppelkraaltje van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-druppel-6x9mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00050.jpg"	"0.2"	"new"	"in stock"
"KG-00051"	"KG-00051"	"Glaskraal ovaal geel 8x5mm "	"Langwerpig ovaal kraaltje van Tsjechisch glas."	"http://www.kokettekatinka.be/glaskraal-ovaal-5x8mm-geel"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00051.jpg"	"0.2"	"new"	"in stock"
"KG-00052"	"KG-00052"	"Glaskraal ovaal muntgroen 15x6mm "	"Langwerpige ovalen kraal van Tsjechisch glas. De kleur houdt het midden tussen muntgroen en turquoise."	"http://www.kokettekatinka.be/glaskraal-ovaal-6x15mm-muntgroen"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00052.jpg"	"0.4"	"new"	"in stock"
"KG-00053"	"KG-00053"	"Glaskraal ovaal lichtblauw 15x6mm "	"Langwerpige ovalen kraal van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-ovaal-6x15mm-lichtblauw"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00053.jpg"	"0.4"	"new"	"in stock"
"KG-00054"	"KG-00054"	"Glaskraal ovaal oranje 15x6mm "	"Langwerpige ovalen kraal van Tsjechisch glas. Hier en daar transparant waardoor er een tekening ontstaat."	"http://www.kokettekatinka.be/glaskraal-ovaal-6x15mm-oranje"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00054.jpg"	"0.4"	"new"	"in stock"
"KG-00055"	"KG-00055"	"Glaskraal schijf wit 5mm "	"Schijfvormig kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-schijf-5mm-wit"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00055.jpg"	"0.1"	"new"	"in stock"
"KG-00056"	"KG-00056"	"Glaskraal biconisch zwart 6mm "	"Biconisch kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-biconisch-6mm-zwart"	"http://www.kokettekatinka.be/media/catalog/product/k/g/kg-00056.jpg"	"0.1"	"new"	"in stock"
"KG-00057"	"KG-00057"	"Glaskraal biconisch lichtblauw 6mm"	"Biconisch kraaltje van Tsjechisch glas. "	"http://www.kokettekatinka.be/glaskraal-biconisch-6mm-lichtblauw"	"http://www.kokettekatinka.be/media/catalog/product/K/G/KG-00057.jpg"	"0.1"	"new"	"in stock"
