sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,band_en_lint_type,color,country_of_manufacture,description,short_description,gewicht_stof,weight,grootte_kraal,unit,lengte_halskettingen,manufacturer,brand,manufacturer_price,manufacturer_sku,materiaal_kraal,materiaal_onderdelen,materiaal_stof,meta_description,meta_keyword,meta_title,motief,name,price,status,tax_class_id,type_onderdelen,type_oorbellen,visibility,vorm_kraal,temp_qty,_links_related_sku,_links_crosssell_sku,notify_stock_qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_position,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
SS-00178,,Stoffen,simple,Stoffen/Assortiment stoffen,Default Category,base,,blauw,,"Prachtig herfstmotief op petrolblauwe achtergrond, 100% katoen, stofbreedte 140cm.","Prachtig herfstmotief op petrolblauwe achtergrond, 100% katoen, stofbreedte 140cm.",107,161,,meter,,Verhees,geen merk,,Forest life 01543.044,,,katoen,,,,dieren,Katoen Forest blauw,8.95,1,5,,,1,,11,,,2,0,1,1,0,1,0.25,1,0,1,1,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,88,,,1,0
